Mod,Installation,Type,Tested,Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
GlitchCore,Server & Client,API,OK,Biomes O' Plenty,,https://www.curseforge.com/minecraft/mc-mods/glitchcore/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,GlitchCore-neoforge-26.1.2-26.1.2.0.2.jar,Included,2026-06-03,CurseForge beta release file 8109770,Accepted as beta dependency under relaxed policy. Boot test row85_glitchcore_relaxed reached Done with only baseline optional Advanced Chimneys mixin warnings; included in Mac client package.
Library Ferret - NeoForge,Server & Client,API,Skip,,,https://www.curseforge.com/minecraft/mc-mods/library-ferret-neoforge/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Lithostitched,Server & Client,API,OK,,,https://www.curseforge.com/minecraft/mc-mods/lithostitched/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,lithostitched-1.7.9-neoforge-26.1.jar,Included,2026-06-03,CurseForge stable release file 8158006,Stable 26.1 NeoForge file is tagged compatible with 26.1.2. Boot test row87_lithostitched reached Done and stopped cleanly; copied to client package.
M.R.U,Client,API,OK,,,https://www.curseforge.com/minecraft/mc-mods/mru/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Client-only: included,client-package/mods/mru-1.0.28+lts+26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7805937,"Client-only NeoForge mod/API, not installed on the server. Latest stable 26.1.x-compatible NeoForge jar was copied to client-package/mods."
Magma Core,Server & Client,API,Skip,,,https://www.curseforge.com/minecraft/mc-mods/magma-core/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable NeoForge 26.1.2/26.1 file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
More Azaleas,Client,Resource Pack,Skip,,,https://www.curseforge.com/minecraft/texture-packs/more-azaleas/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 581085,CurseForge API returned no stable 26.1.x-compatible resource pack file. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
More Fungi,Client,Resource Pack,Skip,,,https://www.curseforge.com/minecraft/texture-packs/more-fungi/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 454245,CurseForge API returned no stable 26.1.x-compatible resource pack file. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
More Mobs,Server,Datapack,Skip,,,https://www.curseforge.com/minecraft/data-packs/more-mobs/files/all?page=1&pageSize=20,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge project 46646,"CurseForge API returned no stable datapack/files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
More Pots+,Client,Resource Pack,Skip,,,https://www.curseforge.com/minecraft/texture-packs/more-pots/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 581793,CurseForge API returned no stable 26.1.x-compatible resource pack file. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Resourceful Lib,Server & Client,API,OK,,,https://www.curseforge.com/minecraft/mc-mods/resourceful-lib/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,ResourcefulLib-4.0.1.jar,Included,2026-06-03,CurseForge stable release file 7927296,Boot test row94_resourceful_lib_early reached Done and stopped cleanly; stable NeoForge 26.1.x jar is installed and copied to the client package.
Spring Flowers,Client,Resource Pack,Skip,,,https://www.curseforge.com/minecraft/texture-packs/spring-flowers/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1359386,CurseForge API returned no stable 26.1.x-compatible resource pack file. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
SuperMartijn642's Core Lib,Server & Client,API,Skip,Additional Lanterns,,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-core-lib/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge project 454372,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
TerraBlender,Server & Client,API,OK,Biomes O' Plenty,,https://modrinth.com/mod/terrablender/versions,26.1.2,OK,TerraBlender-neoforge-26.1.2-26.1.2.0.2.jar,Included,2026-06-03,Modrinth beta version rg59ugAw,Accepted as beta dependency under relaxed policy. Boot test row97_terrablender_relaxed reached Done with only baseline optional Advanced Chimneys mixin warnings; included in Mac client package.
Tschipcraft's Dynamic Lights,Server,Datapack,OK,/trigger tschipcraft.menu,,https://www.curseforge.com/minecraft/data-packs/tschipcrafts-dynamic-lights,26.1.2,OK,dynamiclights-v1.9.2-mc1.17-26.1.1-datapack.zip,Not required (server datapack),2026-06-03,CurseForge stable release file 7875444,Stored in server-datapacks and copied to world/datapacks. Boot test row98_tschip_dynamic_lights_datapack detected both dynamic lights and Furnicraft datapacks and reached Done cleanly.
YetAnotherConfigLib,Server & Client,API,OK,,,https://www.curseforge.com/minecraft/mc-mods/yacl/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,yet_another_config_lib_v3-3.9.3+26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7904437,Stable 26.1 NeoForge file is tagged compatible with 26.1.2. Boot test row99_yacl reached Done and stopped cleanly; copied to client package.
Aquarius Libs,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/aquarius-libs,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7863350,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_088_animal-garden-owl; server reached Done with no severe filtered errors.
Berezka's library,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/berezka-library,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8173815,"Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_082_the-lost-city; server reached Done with no severe filtered errors. Final validation 20260603_batch2_final_active_set reached Done, but logs include a nonfatal Berezka API loot-table parse error."
Better Library,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/better-library,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7875779,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_075_underground-villages-stoneholm; server reached Done with no severe filtered errors.
Blackwolf Library,Server + client,Dependency,Failed,,,https://www.curseforge.com/minecraft/mc-mods/blackwolf-library,26.1.2,Rejected with failed parent candidate,/var/minecraft_26.1.2/mods.failed/20260603_batch2_108_more-several-stairs,Not included,2026-06-03,,Auto-added as required dependency while processing SQLite URL batch. Rejected as required dependency of More Beautiful Stairs; parent boot test failed and both jars were quarantined.
Cobweb,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/cobweb,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7868525,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_016_harvest-with-ease; server reached Done with no severe filtered errors.
Collective,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/collective,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8021353,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_050_realistic-bees; server reached Done with no severe filtered errors.
Fzzy Config,Server + client,Dependency,Failed,,,https://www.curseforge.com/minecraft/mc-mods/fzzy-config,26.1.2,Rejected with failed parent candidate,/var/minecraft_26.1.2/mods.failed/20260603_batch2_031_immersive-paintings,Not included,2026-06-03,,Auto-added as required dependency while processing SQLite URL batch. Rejected as required dependency of Immersive Paintings; boot test failed with fzzy_config missing Kotlin runtime: NoClassDefFoundError kotlin.jvm.internal.Intrinsics.
KhazodaCore,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/khazodacore,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8171780,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_077_plushables; server reached Done with no severe filtered errors.
LimaCore,Server + client,Dependency,Failed,,,https://www.curseforge.com/minecraft/mc-mods/limacore,26.1.2,Rejected with failed parent candidate,/var/minecraft_26.1.2/mods.failed/20260603_batch2_110_ltx-industries,Not included,2026-06-03,,Auto-added as required dependency while processing SQLite URL batch. Rejected as required dependency of LTX Industries; parent boot test failed and both jars were quarantined.
MonoLib,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/monolib,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7974621,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_054_more-bows-and-arrows; server reached Done with no severe filtered errors.
Moog's Structure Lib (moogs_structures),Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/moogs-structure-lib,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7921038,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_036_mbs-moogs-bountiful-structures; server reached Done with no severe filtered errors.
More Axolotl Variants API,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/mavapi,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7809635,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_022_mavm; server reached Done with no severe filtered errors.
Puzzles Lib,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/puzzles-lib,NeoForge 26.1.x / server 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8168213,Required dependency for Leaves Be Gone. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Volumetrics,Server + client,Dependency,OK,,,https://www.curseforge.com/minecraft/mc-mods/volumetrics,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7806225,Auto-added as required dependency while processing SQLite URL batch. Accepted as required dependency during 20260603_batch2_041_simple-weather; server reached Done with no severe filtered errors.
Clean Swing Through Grass,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/clean-swing-through-grass,NeoForge 26.1.x / server 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7934502,Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Double Doors,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/double-doors,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7902248,Collective dependency was already active. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Geophilic,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/geophilic,NeoForge 26.1.x / server 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable mc-mod release file 8074028,"Used mc-mods project, not datapack project with same slug. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain."
Goblin Traders,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/goblin-traders,NeoForge 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7943154,Framework dependency was already active. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Leaves Be Gone,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/leaves-be-gone,NeoForge 26.1.x / server 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8036435,Required Puzzles Lib dependency tested first and accepted. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Terralith,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/terralith,NeoForge 26.1 / server 26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 7841479,Lithostitched dependency was already active. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Villager Names,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/villager-names,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge stable release file 8021608,Collective dependency was already active. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain.
Abandoned Structures,Server + client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/abandoned-structures,26.1.2,OK,/var/minecraft_26.1.2/mods,Included,2026-06-03,CurseForge beta release file 8173766,Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03. Selected CurseForge beta file 8173766 (abandoned_structures-1.4.0-neoforge-1.26.1.2.jar) for NeoForge 26.1.x. Compatible server candidate found; server test deferred. Selected CurseForge beta file 8173766 (abandoned_structures-1.4.0-neoforge-1.26.1.2.jar) for NeoForge 26.1.x. Boot test 20260603_batch2_093_abandoned-structures reached Done with no severe filtered errors.
