Mod,Category,Installation,Type,Tested,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,URL,DB Notes
Flower Seeds 2,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/flower-seeds/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Formations Overworld,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/formations-overworld/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
FTB Ocean Mobs,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/ftb-ocean-mobs/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Handcrafted,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/handcrafted/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Happy Ghast Backport,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/happy-ghast-backport/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Haunted House,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/haunted-house/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Ice and Fire: Dragons,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/ice-and-fire-dragons,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Immersive Aircraft,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/immersive-aircraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Immersive structures,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/immersive-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Improved Pillager Outpost,Test New Mods,Server,Datapack,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 datapack file,https://www.curseforge.com/minecraft/data-packs/improved-pillager-outpost-datapack/files/all?page=1&pageSize=20,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Improved Village Placement,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/improved-village-placement/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Integrated Villages,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/integrated-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Integrated Villages- Configuration,Test New Mods,Server,Datapack,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 datapack file,https://www.curseforge.com/minecraft/data-packs/integrated-villages-configuration/files/all?page=1&pageSize=20,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Iron Chests,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/iron-chests/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Johannes's Renaissance - Musket Rebirth,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/johanness-renaissance-rebirth/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Just Enough Guns,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/just-enough-guns/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
K-Turrets,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/k-turrets/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Kobolds!,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/kobolds/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
L's Illager Trader,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/illager-trader/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
L's Ocean Trader,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/ocean-villager-trader/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
L's Spooky Music Trader,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/spooky-music-trader/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Landmines,Test New Mods,Server & Client,Mod,Skip,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/landmines/files/all?page=1&pageSize=20&gameVersionTypeId=6,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate.
Little Logistics,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 570050,https://www.curseforge.com/minecraft/mc-mods/little-logistics/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Living Things,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 397252,https://www.curseforge.com/minecraft/mc-mods/living-things/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Luki's Grand Capitals,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1003666,https://www.curseforge.com/minecraft/mc-mods/lukis-grand-capitals/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
LUMINOUS: MONSTERS,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1066090,https://www.curseforge.com/minecraft/mc-mods/luminous-monsters/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Macaw's Biomes O' Plenty,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 533382,https://www.curseforge.com/minecraft/mc-mods/macaws-biomes-o-plenty/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Duplicate rows collapsed into this clean view: original sheet rows 179.
Man of Many Planes,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 984493,https://www.curseforge.com/minecraft/mc-mods/man-of-many-planes/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Duplicate rows collapsed into this clean view: original sheet rows 189.
Medieval Castle,Test New Mods,Skipped,World/Map,Skip,26.1.2,Skipped: not a server mod,,Not included,2026-06-03,CurseForge world/map URL,https://www.curseforge.com/minecraft/worlds/medieval-castle-updated/files/all?page=1&pageSize=20,"The URL points to a CurseForge world/map project, not a mod jar."
MineColonies,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 245506,https://www.curseforge.com/minecraft/mc-mods/minecolonies/files/all?page=1&pageSize=20&gameVersionTypeId=6,MineColonies has no NeoForge files for Minecraft 26.1.2 or 26.1.
Mo' Than Enough Guns,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 978748,https://www.curseforge.com/minecraft/mc-mods/mo-than-enough-guns/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
MOA DECOR: BATH,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 853639,https://www.curseforge.com/minecraft/mc-mods/moa-decor-bath/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
More Cat Variants,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1313031,https://www.curseforge.com/minecraft/mc-mods/morecatvariants/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
more ships,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 466978,https://www.curseforge.com/minecraft/mc-mods/more-ships/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
more underground structures,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 476662,https://www.curseforge.com/minecraft/mc-mods/more-underground-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Natural Decor Mod,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 375573,https://www.curseforge.com/minecraft/mc-mods/natural-decor-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Nebulus' Cherryblossom Tree,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 988533,https://www.curseforge.com/minecraft/mc-mods/nebulus-cherryblossom-tree/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Night Lights,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 651876,https://www.curseforge.com/minecraft/mc-mods/nightlights/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Nosiphus Furniture Mod,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 593876,https://www.curseforge.com/minecraft/mc-mods/nosiphus-furniture-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Ocean's Delight,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 841262,https://www.curseforge.com/minecraft/mc-mods/oceans-delight/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Old Fallen Castle - Medieval Castle,Test New Mods,Skipped,World/Map,Skip,26.1.2,Skipped: not a server mod,,Not included,2026-06-03,CurseForge world/map URL,https://www.curseforge.com/minecraft/worlds/old-fallen-castle/files/all?page=1&pageSize=20,"The URL points to a CurseForge world/map project, not a mod jar."
Otaku World,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 386180,https://www.curseforge.com/minecraft/mc-mods/otaku-world/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Plain Cars Pack,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1108636,https://www.curseforge.com/minecraft/mc-mods/plain-cars-pack/files/all?page=1&pageSize=20&gameVersionTypeId=1,"CurseForge API returned a stable 26.1.x Fabric file, but no stable NeoForge file for Minecraft 26.1.2 or 26.1."
Prehistoric Fauna,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 311600,https://www.curseforge.com/minecraft/mc-mods/prehistoric-fauna/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Pyrotechnic Elytra,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 968105,https://www.curseforge.com/minecraft/mc-mods/pyrotechnic-elytra/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned stable NeoForge files for Minecraft 1.21.10 only, not Minecraft 26.1.2 or 26.1."
Rats,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 323596,https://www.curseforge.com/minecraft/mc-mods/rats/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Redden's Stone Lanterns,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 965820,https://www.curseforge.com/minecraft/mc-mods/reddens-stone-lanterns/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Regions Unexplored,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 659110,https://www.curseforge.com/minecraft/mc-mods/regions-unexplored/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Regrowth,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 381597,https://www.curseforge.com/minecraft/mc-mods/regrowth/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Repurposed Structures - PneumaticCraft: Repressurized Compat Mod,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1080446,https://www.curseforge.com/minecraft/mc-mods/repurposed-structures-pneumaticcraft-repressurized-compat-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,This row is the PneumaticCraft compat add-on and remains skipped.
Rev's Better Structures,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 492902,https://www.curseforge.com/minecraft/mc-mods/rbs/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Roamers,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 724447,https://www.curseforge.com/minecraft/mc-mods/roamers/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Roost Ultimate,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 621910,https://www.curseforge.com/minecraft/mc-mods/roost-ultimate/files/all?page=1&pageSize=20&gameVersionTypeId=6,"CurseForge API returned only a 26.1-snapshot NeoForge file, not a stable Minecraft 26.1.2 or 26.1 release."
Rotten Creatures,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 371033,https://www.curseforge.com/minecraft/mc-mods/rotten-creatures/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Rubber Duck,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 522039,https://www.curseforge.com/minecraft/mc-mods/rubber-duck/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Ruined Brick Cities,Test New Mods,Server,Data Pack,OK,26.1.2,OK,server-datapacks/brick_cities-1.5.1-datapack-26.1.zip,Not included,2026-06-03,CurseForge stable datapack file 7806470,https://www.curseforge.com/minecraft/data-packs/ruined-brick-cities/files/all?page=1&pageSize=20,Installed as a server datapack under server-datapacks and mirrored to world/datapacks when the real world folder exists.
Ruined Lighthouse,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1200678,https://www.curseforge.com/minecraft/mc-mods/ruined-lighthouse/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Sawmill House,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1039188,https://www.curseforge.com/minecraft/mc-mods/sawmill-house/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Scorched,Test New Mods,Skipped,Data Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project scorched,https://modrinth.com/datapack/scorched/versions?l=neoforge,Modrinth API returned no release versions for loaders=neoforge and Minecraft 26.1.2 or 26.1.
Sengoku Jidai: Japanese Overworld.,Test New Mods,Skipped,Data Pack,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1056976,https://www.curseforge.com/minecraft/data-packs/sengoku-japanese-overworld/files/all?page=1&pageSize=20,CurseForge API returned no stable datapack files for Minecraft 26.1.2 or 26.1.
Silence's Turrets,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 873924,https://www.curseforge.com/minecraft/mc-mods/silences-defense-tower/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Simple Planes,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 388908,https://www.curseforge.com/minecraft/mc-mods/simple-planes/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Duplicate rows collapsed into this clean view: original sheet rows 248.
Simply Light,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 300331,https://www.curseforge.com/minecraft/mc-mods/simply-light/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Sky Villages,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 545467,https://www.curseforge.com/minecraft/mc-mods/sky-villages-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Sleep Tight,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 817564,https://www.curseforge.com/minecraft/mc-mods/sleep-tight/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Small horse stable,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1069321,https://www.curseforge.com/minecraft/mc-mods/small-horse-stable/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Smarter Farmers (farmers replant),Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 491290,https://www.curseforge.com/minecraft/mc-mods/smarter-farmers-farmers-replant/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Snuffles,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 556372,https://www.curseforge.com/minecraft/mc-mods/snuffles/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Solar Flux Reborn,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 246974,https://www.curseforge.com/minecraft/mc-mods/solar-flux-reborn/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Spawn Animations,Test New Mods,Server,Mod,OK,26.1.2,OK,spawnanimations-v1.11.4-bump-mc1.17-26.1.x-mod.jar,Not included,2026-06-03,CurseForge stable release file 7904564,https://www.curseforge.com/minecraft/mc-mods/spawn-animations-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,Boot test row260_spawn_animations reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched warnings.
Spooky Doors,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1128353,https://www.curseforge.com/minecraft/mc-mods/spooky-doors/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Stylecolonies,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 827507,https://www.curseforge.com/minecraft/mc-mods/stylecolonies/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Supplementaries,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 412082,https://www.curseforge.com/minecraft/mc-mods/supplementaries/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Swashbucklers!,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 746320,https://www.curseforge.com/minecraft/mc-mods/swashbucklers/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Sweety's Garden,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1276710,https://www.curseforge.com/minecraft/mc-mods/sweety-garden/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Tax' Dragon Legend,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 831897,https://www.curseforge.com/minecraft/mc-mods/taxdragonlegend/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Tax' Ocean Pillager,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 878092,https://www.curseforge.com/minecraft/mc-mods/taxoceanpillager/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
Tax' Ocean Villager,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 837201,https://www.curseforge.com/minecraft/mc-mods/taxoceanvillager/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
TFC Grooming Station,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1003785,https://www.curseforge.com/minecraft/mc-mods/tfc-grooming-station/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
The Hauntpuzzled House,Test New Mods,Skipped,World/Map,Skip,26.1.2,Skipped: not a server mod,,Not included,2026-06-03,CurseForge world/map URL,https://www.curseforge.com/minecraft/worlds/hauntpuzzled-house/files/all?page=1&pageSize=20,"The URL points to a CurseForge world/map project, not a mod jar."
The Lost Cities,Test New Mods,Skipped,Mod,Skip,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 269024,https://www.curseforge.com/minecraft/mc-mods/the-lost-cities/files/all?page=1&pageSize=20&gameVersionTypeId=6,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1.
