Mod,Installation,Type,Tested, Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
Tropicraft,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/tropicraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,Tropicraft-9.10.0.jar,Included,2026-06-03,CurseForge stable release file 7951705,"Boot test row285_tropicraft reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Tropicraft dimension saved cleanly during shutdown. Jar metadata declares side=BOTH, so copied to client package."
Turret,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 414049,Tracker name is Turret but URL points to Ultimate Plane Mod. CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Twilight Treehouses,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/twilight-treehouses/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1227052,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Ultimate Car Mod,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-car-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,car-neoforge-1.0.49+26.1.2.jar,Included,2026-06-03,CurseForge beta release file 7970765; relation type 2 integrations not installed,"Recovered in broad relaxed scan under beta policy. Boot test row288_ultimatecar_relaxed reached Done without optional relation type 2 integrations (Ultimate Plane Mod, JEI, Jade); included in the Mac client package."
Ultimate Plane Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 414049,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Ultimate Plane Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ultimate-plane-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Duplicate of row 289; CurseForge project 414049,"Duplicate Ultimate Plane Mod row. Same metadata result as row 289: no stable NeoForge files for Minecraft 26.1.2 or 26.1, so skipped."
Underground Rivers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/underground-rivers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,underground-rivers-1.0.2-neoforge-26.1.jar,Included,2026-06-03,CurseForge stable release file 7843919,"Boot test row291_underground_rivers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package."
Underground Villages,Failed,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/underground-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: Ruins integration error,mods.failed/row292_undergroundvillages_final_reject/UndergroundVillages-neoforge-26.1.2-11.0.0.jar,Not included,2026-06-03,CurseForge stable release file 7936881,"Fresh-world individual retest briefly passed, but final_relaxed_active_set reproduced the RuinsMod NullPointerException translating minecraft:water. Removed from active set and client package."
Underground Villages,Failed,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/underground-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: duplicate of row 292,mods.failed/row292_undergroundvillages_final_reject/UndergroundVillages-neoforge-26.1.2-11.0.0.jar,Not included,2026-06-03,Duplicate of row 292; CurseForge stable release file 7936881,"Duplicate tracker row. Same final rejection as row 292: final active-set validation reproduced the RuinsMod minecraft:water NullPointerException, so the jar is not included."
Underwater Village - Oceanic Structures,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/underwater-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,underwater_village-1.0.0-Neoforge-26.1.2.jar,Included,2026-06-03,CurseForge stable release file 7952425,"Boot test row294_underwater_village reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
Undopia 3D Ladder,Skipped,Resource Pack,Skip,,,https://www.curseforge.com/minecraft/texture-packs/undopia-3d-ladder/files/all?page=1&pageSize=20,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1116423,CurseForge API returned no stable 26.1.x files for Undopia 3D Ladder. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Unnamed Desert,Skipped,Data Pack,Skip,,,https://modrinth.com/datapack/unnamed-desert/versions?l=neoforge,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project unnamed-desert,"Modrinth API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Unnamed Sea,Skipped,Mod,Skip,,,https://modrinth.com/mod/unnamed-sea/versions?l=neoforge,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,Modrinth project unnamed-sea,"Modrinth API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Untitled Duck Mod,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/untitled-duck-mod-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,untitledduckmod-neoforge-26.1.2-1.5.6.jar,Included,2026-06-03,CurseForge stable release file 8062452,"Boot test row298_untitled_duck reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
Unusual Fish Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/unusual-fish-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 568300,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Useful Railroads,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/useful-railroads/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 306475,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Valarian Conquest,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/valarian-conquest/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 960209,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Valhelsia Furniture,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/valhelsia-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 694349,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Valhelsia Structures,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/valhelsia-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 347488,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Variants&Ventures,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/variants-and-ventures/files/all?page=1&pageSize=20,26.1.2,OK,variantsandventures-neoforge-1.0.25+mc26.1.2.jar,Included,2026-06-03,CurseForge stable release file 8153217,"Boot test row304_variants_ventures reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
Villager Guards,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/villager-guards/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,villager-guards-v1.15.jar,Included,2026-06-03,CurseForge stable release file 7145855,"Boot test row305_villager_guards reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata exposes environment=*, so it was copied to the client package."
VillagerConfig,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/villagerconfig/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,villagerconfig-neoforge-4.5.6+26.1.2-all.jar,Included,2026-06-03,CurseForge stable release file 8078959,"Boot test row306_villagerconfig reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
Villages&Pillages,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/villages-and-pillages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 915531,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Waifucraft,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/waifucraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 618506,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Water Balloon,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/water-balloon/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1037173,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Waystone Towers,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/waystone-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 686392,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
WealthyAndGrowth,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/wealthyandgrowth/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 704047,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Whisperer's Jungle Temple,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/whisperers-jungle-temple/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 978752,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Womp's Shellfish Mod,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/womps-shellfish-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 897290,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Allay,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-allay/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 538828,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Red Panda,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-red-panda/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 623035,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Scorpions,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-scorpions/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 577807,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YDM's Scorpions,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ydms-scorpions/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 577807,"Duplicate YDM's Scorpions row. CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Yeehaw Towns!,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/yeehaw-towns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1078314,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YUNG's API ,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/yungs-api/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 421850,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YUNG's Better Dungeons,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/yungs-better-dungeons/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 510089,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YUNG's Better Mineshafts,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/yungs-better-mineshafts-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 389665,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
YUNG's Better Strongholds,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/yungs-better-strongholds/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 465575,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Zombie Variants - 15 New Zombies!,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/zombie-variants/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1299553,"CurseForge API returned no stable NeoForge files for Minecraft 26.1.2, 26.1.1, or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later."
Enchantment Descriptions,Client,Client Mod,OK,Utility,Requires Prickle dependency,https://www.curseforge.com/minecraft/mc-mods/enchantment-descriptions,26.1.2,Client-only: included,client-package/mods/EnchantmentDescriptions-neoforge-MC26.1.2-26.1.2.2.jar,Included,2026-06-03,CurseForge stable release file 8188967,Added 2026-06-03. CurseForge file tagged Client; installed in Mac client package only. PrickleMC-neoforge-MC26.1.2-26.1.2.3.jar included as required dependency.
Prickle,Client,Dependency,OK,Dependency,Required by Enchantment Descriptions,https://www.curseforge.com/minecraft/mc-mods/prickle,26.1.2,Client dependency: included,client-package/mods/PrickleMC-neoforge-MC26.1.2-26.1.2.3.jar,Included,2026-06-03,CurseForge stable release file 8141123,Added automatically 2026-06-03 as the required dependency for Enchantment Descriptions; client package only.
Cooking for Blockheads,Server & Client,Mod,OK,Food/QoL,Balm dependency already present,https://www.curseforge.com/minecraft/mc-mods/cooking-for-blockheads,26.1.2,OK,cookingforblockheads-neoforge-26.1.2-26.1.2.2.jar,Included,2026-06-03,CurseForge stable release file 8091670,Added 2026-06-03. Boot test 20260603_requested_mods_cooking_for_blockheads reached Done; final_all_accepted passed with this jar active.
Aquaculture 2,Server & Client,Mod,OK,Content,26.1.1 file compatible with 26.1.2,https://www.curseforge.com/minecraft/mc-mods/aquaculture,26.1.2,OK,Aquaculture-26.1.1-2.9.1.jar,Included,2026-06-03,CurseForge stable release file 7901645,Added 2026-06-03. Boot test 20260603_requested_mods_aquaculture reached Done; final_all_accepted passed with this jar active.
Artifacts,Server & Client,Mod,OK,Equipment/Loot,26.1.2 NeoForge file,https://www.curseforge.com/minecraft/mc-mods/artifacts,26.1.2,OK,artifacts-neoforge-15.0.0.jar,Included,2026-06-03,CurseForge stable release file 7956096,Added 2026-06-03 after verifying CurseForge file page. Boot test 20260603_requested_mods_artifacts reached Done; final_all_accepted passed with this jar active.
Sound Physics Remastered,Client,Client Mod,OK,Audio/QoL,Beta accepted under relaxed policy,https://www.curseforge.com/minecraft/mc-mods/sound-physics-remastered,26.1.2,Client-only: included,client-package/mods/sound-physics-remastered-neoforge-1.5.1+26.1.2.jar,Included,2026-06-03,CurseForge beta file 7903186,Added 2026-06-03 to Mac client package only; not installed on the dedicated server. Optional Cloth Config was already present.
Macaw's Doors,Server & Client,Mod,OK,Building,,https://www.curseforge.com/minecraft/mc-mods/macaws-doors,26.1.2,OK,mcw-doors-1.1.5-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809925,Added 2026-06-03. Boot test 20260603_requested_mods_macaws_doors reached Done; final_all_accepted passed with this jar active.
Macaw's Trapdoors,Server & Client,Mod,OK,Building,,https://www.curseforge.com/minecraft/mc-mods/macaws-trapdoors,26.1.2,OK,mcw-trapdoors-1.1.5-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809970,Added 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Earlier helper rejection was corrected after manual review of a nonfatal StructureTemplate serialization warning.
Repurposed Structures,Server & Client,Mod,OK,Worldgen,Base mod; distinct from PneumaticCraft compat row,https://www.curseforge.com/minecraft/mc-mods/repurposed-structures,26.1.2,OK,repurposed_structures-7.7.4+26.1-neoforge.jar,Included,2026-06-03,CurseForge stable release file 7971701,Added 2026-06-03 as the base Repurposed Structures mod. Boot test 20260603_requested_mods_repurposed_structures reached Done; final_all_accepted passed with this jar active.
